investigation_id,claim_id,status,priority,reason,final_decision
INV001297,CL014330,IN_PROGRESS,HIGH,multiple previous claims on record; repair shop has an elevated historical investigation rate,
INV001298,CL000676,IN_PROGRESS,MEDIUM,multiple previous claims on record,
INV001299,CL015899,CLOSED,HIGH,multiple previous claims on record; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV001300,CL003534,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV001301,CL004275,IN_PROGRESS,LOW,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV001302,CL010868,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV001303,CL022646,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV001304,CL010490,CLOSED,MEDIUM,multiple previous claims on record; repair shop has an elevated historical investigation rate,APPROVE
INV001305,CL015985,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim,
INV001306,CL022167,IN_PROGRESS,MEDIUM,multiple previous claims on record,
INV001307,CL009334,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV001308,CL028762,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,REJECT
INV001309,CL021328,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,INVESTIGATE_FURTHER
INV001310,CL016819,IN_PROGRESS,LOW,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV001311,CL006040,IN_PROGRESS,LOW,claim amount high relative to vehicle value; multiple previous claims on record; repair shop has an elevated historical investigation rate,
INV001312,CL004400,CLOSED,HIGH,policy created shortly before incident; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REJECT
INV001313,CL021934,CLOSED,MEDIUM,multiple previous claims on record,APPROVE
INV001314,CL015943,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,REJECT
INV001315,CL011140,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV001316,CL018896,CLOSED,LOW,short interval since previous claim,APPROVE
INV001317,CL018913,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REJECT
INV001318,CL011653,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV001319,CL004680,IN_PROGRESS,HIGH,multiple previous claims on record,
INV001320,CL009370,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim,INVESTIGATE_FURTHER
INV001321,CL007523,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV001322,CL027369,CLOSED,MEDIUM,policy created shortly before incident; multiple previous claims on record; short interval since previous claim,APPROVE
INV001323,CL029008,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim,INVESTIGATE_FURTHER
INV001324,CL006084,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record,REQUEST_DOCUMENTS
INV001325,CL018502,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV001326,CL029921,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV001327,CL010311,IN_PROGRESS,HIGH,multiple previous claims on record,
INV001328,CL009397,CLOSED,LOW,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV001329,CL002278,IN_PROGRESS,MEDIUM,policy created shortly before incident; multiple previous claims on record; short interval since previous claim,
INV001330,CL012007,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim,
INV001331,CL024777,CLOSED,LOW,claim amount high relative to vehicle value; multiple previous claims on record; repair shop has an elevated historical investigation rate,APPROVE
INV001332,CL026959,IN_PROGRESS,MEDIUM,anomalous pattern flagged by risk model,
INV001333,CL019054,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim,
INV001334,CL002213,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV001335,CL022937,IN_PROGRESS,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV001336,CL028308,IN_PROGRESS,MEDIUM,anomalous pattern flagged by risk model,
INV001337,CL007799,CLOSED,LOW,multiple previous claims on record; short interval since previous claim,APPROVE
INV001338,CL020070,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV001339,CL003063,IN_PROGRESS,LOW,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV001340,CL003669,CLOSED,LOW,policy created shortly before incident; multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV001341,CL026770,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,INVESTIGATE_FURTHER
INV001342,CL027010,IN_PROGRESS,MEDIUM,multiple previous claims on record,
INV001343,CL027628,CLOSED,HIGH,policy created shortly before incident; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV001344,CL009969,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV001345,CL029071,IN_PROGRESS,MEDIUM,policy created shortly before incident; claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV001346,CL013247,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record,
INV001347,CL021496,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim,
INV001348,CL025984,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV001349,CL010315,CLOSED,LOW,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV001350,CL022859,CLOSED,HIGH,policy created shortly before incident; multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV001351,CL025583,CLOSED,LOW,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,INVESTIGATE_FURTHER
INV001352,CL004862,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim,
INV001353,CL002849,CLOSED,MEDIUM,multiple previous claims on record,INVESTIGATE_FURTHER
INV001354,CL019856,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV001355,CL001179,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV001356,CL029222,CLOSED,LOW,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV001357,CL000755,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV001358,CL025911,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record,APPROVE
INV001359,CL012230,CLOSED,MEDIUM,claim amount high relative to vehicle value,APPROVE
INV001360,CL012147,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV001361,CL023436,CLOSED,LOW,claim amount high relative to vehicle value; multiple previous claims on record; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV001362,CL020620,CLOSED,MEDIUM,anomalous pattern flagged by risk model,APPROVE
INV001363,CL026001,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV001364,CL017598,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV001365,CL009511,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV001366,CL010469,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,INVESTIGATE_FURTHER
INV001367,CL003144,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV001368,CL020512,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV001369,CL003735,IN_PROGRESS,HIGH,policy created shortly before incident; multiple previous claims on record; short interval since previous claim,
INV001370,CL025010,IN_PROGRESS,MEDIUM,repair shop has an elevated historical investigation rate,
INV001371,CL016143,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REJECT
INV001372,CL006125,IN_PROGRESS,LOW,multiple previous claims on record,
INV001373,CL018538,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,APPROVE
INV001374,CL024038,CLOSED,LOW,multiple previous claims on record; short interval since previous claim,APPROVE
INV001375,CL000646,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV001376,CL010481,CLOSED,MEDIUM,multiple previous claims on record; repair shop has an elevated historical investigation rate,APPROVE
INV001377,CL025728,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV001378,CL018887,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV001379,CL008425,IN_PROGRESS,HIGH,repair shop has an elevated historical investigation rate,
INV001380,CL009952,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV001381,CL020899,CLOSED,MEDIUM,policy created shortly before incident; multiple previous claims on record,APPROVE
INV001382,CL016463,CLOSED,HIGH,multiple previous claims on record,REQUEST_DOCUMENTS
INV001383,CL014824,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV001384,CL023418,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim,
INV001385,CL007571,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV001386,CL020038,IN_PROGRESS,LOW,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV001387,CL001732,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,INVESTIGATE_FURTHER
INV001388,CL017613,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record,APPROVE
INV001389,CL006498,CLOSED,HIGH,policy created shortly before incident; multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV001390,CL025398,IN_PROGRESS,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV001391,CL020419,CLOSED,HIGH,policy created shortly before incident; repair shop has an elevated historical investigation rate,APPROVE
INV001392,CL023577,CLOSED,HIGH,claim amount high relative to vehicle value; short interval since previous claim,REJECT
INV001393,CL021315,CLOSED,LOW,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV001394,CL026203,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,INVESTIGATE_FURTHER
INV001395,CL001850,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV001396,CL021358,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV001397,CL017230,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV001398,CL027683,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,INVESTIGATE_FURTHER
INV001399,CL028269,CLOSED,MEDIUM,short interval since previous claim,APPROVE
INV001400,CL006176,IN_PROGRESS,HIGH,multiple previous claims on record,
INV001401,CL027865,IN_PROGRESS,LOW,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV001402,CL010540,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV001403,CL011841,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV001404,CL019688,CLOSED,MEDIUM,multiple previous claims on record; repair shop has an elevated historical investigation rate,APPROVE
INV001405,CL026170,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV001406,CL024249,IN_PROGRESS,MEDIUM,repair shop has an elevated historical investigation rate,
INV001407,CL019878,IN_PROGRESS,MEDIUM,multiple previous claims on record; repair shop has an elevated historical investigation rate,
INV001408,CL019426,IN_PROGRESS,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV001409,CL014063,IN_PROGRESS,MEDIUM,policy created shortly before incident; claim amount high relative to vehicle value; multiple previous claims on record; repair shop has an elevated historical investigation rate,
INV001410,CL002509,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV001411,CL001664,CLOSED,HIGH,repair shop has an elevated historical investigation rate,APPROVE
INV001412,CL002302,IN_PROGRESS,MEDIUM,policy created shortly before incident; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV001413,CL012276,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim,
INV001414,CL010863,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV001415,CL029207,IN_PROGRESS,MEDIUM,policy created shortly before incident; claim amount high relative to vehicle value,
INV001416,CL026712,IN_PROGRESS,HIGH,claim amount high relative to vehicle value; repair shop has an elevated historical investigation rate,
INV001417,CL020379,CLOSED,HIGH,multiple previous claims on record; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV001418,CL012634,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,APPROVE
INV001419,CL026542,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV001420,CL002535,CLOSED,LOW,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REJECT
INV001421,CL023387,IN_PROGRESS,MEDIUM,policy created shortly before incident; short interval since previous claim,
INV001422,CL001131,IN_PROGRESS,LOW,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV001423,CL019359,CLOSED,HIGH,multiple previous claims on record; repair shop has an elevated historical investigation rate,REJECT
INV001424,CL010668,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV001425,CL013832,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV001426,CL021155,CLOSED,MEDIUM,policy created shortly before incident; short interval since previous claim,REJECT
INV001427,CL002386,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV001428,CL023505,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV001429,CL011430,IN_PROGRESS,MEDIUM,policy created shortly before incident; claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV001430,CL011672,IN_PROGRESS,MEDIUM,policy created shortly before incident; claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV001431,CL005610,CLOSED,MEDIUM,policy created shortly before incident; claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,APPROVE
INV001432,CL019816,IN_PROGRESS,LOW,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV001433,CL001591,IN_PROGRESS,LOW,multiple previous claims on record,
INV001434,CL025510,IN_PROGRESS,LOW,policy created shortly before incident; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV001435,CL014611,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV001436,CL025826,CLOSED,MEDIUM,multiple previous claims on record,REQUEST_DOCUMENTS
INV001437,CL023621,IN_PROGRESS,LOW,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV001438,CL025326,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV001439,CL024782,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV001440,CL017879,IN_PROGRESS,LOW,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV001441,CL007050,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV001442,CL011125,CLOSED,HIGH,claim amount high relative to vehicle value; short interval since previous claim,APPROVE
INV001443,CL024650,IN_PROGRESS,MEDIUM,short interval since previous claim; repair shop has an elevated historical investigation rate,
INV001444,CL029287,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV001445,CL027806,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV001446,CL005387,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV001447,CL016360,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV001448,CL013947,CLOSED,MEDIUM,repair shop has an elevated historical investigation rate,APPROVE
INV001449,CL004328,CLOSED,HIGH,multiple previous claims on record,APPROVE
INV001450,CL001225,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV001451,CL027108,IN_PROGRESS,HIGH,claim amount high relative to vehicle value; multiple previous claims on record,
INV001452,CL028178,IN_PROGRESS,HIGH,claim amount high relative to vehicle value; multiple previous claims on record,
INV001453,CL012873,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim,
INV001454,CL025328,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV001455,CL005461,IN_PROGRESS,MEDIUM,policy created shortly before incident; claim amount high relative to vehicle value; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV001456,CL012190,CLOSED,LOW,multiple previous claims on record; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV001457,CL003945,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,INVESTIGATE_FURTHER
INV001458,CL013435,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; repair shop has an elevated historical investigation rate,APPROVE
INV001459,CL028334,IN_PROGRESS,LOW,multiple previous claims on record; short interval since previous claim,
INV001460,CL007606,CLOSED,LOW,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV001461,CL004231,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV001462,CL021015,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,INVESTIGATE_FURTHER
INV001463,CL002465,CLOSED,MEDIUM,claim amount high relative to vehicle value; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV001464,CL009396,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV001465,CL013995,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV001466,CL018338,IN_PROGRESS,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV001467,CL002236,CLOSED,HIGH,policy created shortly before incident; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV001468,CL017586,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV001469,CL016345,CLOSED,HIGH,multiple previous claims on record,REQUEST_DOCUMENTS
INV001470,CL018792,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV001471,CL001778,CLOSED,LOW,multiple previous claims on record,REQUEST_DOCUMENTS
INV001472,CL019898,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV001473,CL017539,CLOSED,MEDIUM,multiple previous claims on record; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV001474,CL001726,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record,APPROVE
INV001475,CL022021,CLOSED,MEDIUM,multiple previous claims on record; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV001476,CL026016,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV001477,CL020210,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; repair shop has an elevated historical investigation rate,APPROVE
INV001478,CL000327,CLOSED,LOW,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,APPROVE
INV001479,CL026125,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,INVESTIGATE_FURTHER
INV001480,CL023028,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV001481,CL018440,CLOSED,LOW,multiple previous claims on record,APPROVE
INV001482,CL027780,IN_PROGRESS,HIGH,claim amount high relative to vehicle value; multiple previous claims on record,
INV001483,CL018638,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim,APPROVE
INV001484,CL015229,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV001485,CL029245,CLOSED,MEDIUM,short interval since previous claim,REQUEST_DOCUMENTS
INV001486,CL018396,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV001487,CL003840,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV001488,CL023728,CLOSED,LOW,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,APPROVE
INV001489,CL018551,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV001490,CL010924,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REJECT
INV001491,CL029382,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim,
INV001492,CL004602,IN_PROGRESS,HIGH,policy created shortly before incident; claim amount high relative to vehicle value; repair shop has an elevated historical investigation rate,
INV001493,CL020546,CLOSED,HIGH,anomalous pattern flagged by risk model,APPROVE
INV001494,CL028107,CLOSED,HIGH,claim amount high relative to vehicle value; repair shop has an elevated historical investigation rate,APPROVE
INV001495,CL011615,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV001496,CL015157,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV001497,CL015241,CLOSED,LOW,repair shop has an elevated historical investigation rate,APPROVE
INV001498,CL029590,CLOSED,MEDIUM,claim amount high relative to vehicle value; repair shop has an elevated historical investigation rate,APPROVE
INV001499,CL016444,CLOSED,HIGH,multiple previous claims on record; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV001500,CL004835,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim,
INV001501,CL024318,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV001502,CL009220,IN_PROGRESS,HIGH,policy created shortly before incident,
INV001503,CL020183,IN_PROGRESS,MEDIUM,multiple previous claims on record,
INV001504,CL007435,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV001505,CL004976,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; repair shop has an elevated historical investigation rate,APPROVE
INV001506,CL010771,CLOSED,LOW,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,APPROVE
INV001507,CL018183,CLOSED,HIGH,multiple previous claims on record,REJECT
INV001508,CL012256,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV001509,CL001148,IN_PROGRESS,MEDIUM,multiple previous claims on record; repair shop has an elevated historical investigation rate,
INV001510,CL003599,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record,
INV001511,CL005149,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV001512,CL028339,IN_PROGRESS,HIGH,policy created shortly before incident; multiple previous claims on record,
INV001513,CL024189,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REJECT
INV001514,CL013273,CLOSED,LOW,multiple previous claims on record,APPROVE
INV001515,CL021213,CLOSED,LOW,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV001516,CL001243,CLOSED,LOW,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,APPROVE
INV001517,CL001394,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REJECT
INV001518,CL003030,IN_PROGRESS,LOW,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV001519,CL003575,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV001520,CL011657,CLOSED,LOW,multiple previous claims on record; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV001521,CL027043,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV001522,CL020879,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV001523,CL004279,CLOSED,MEDIUM,multiple previous claims on record,INVESTIGATE_FURTHER
INV001524,CL002472,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV001525,CL002483,IN_PROGRESS,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV001526,CL004748,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record,APPROVE
INV001527,CL028729,IN_PROGRESS,HIGH,short interval since previous claim,
INV001528,CL021559,IN_PROGRESS,HIGH,multiple previous claims on record,
INV001529,CL010707,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV001530,CL011355,IN_PROGRESS,HIGH,claim amount high relative to vehicle value; multiple previous claims on record,
INV001531,CL006300,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV001532,CL002397,IN_PROGRESS,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV001533,CL029603,IN_PROGRESS,MEDIUM,multiple previous claims on record; repair shop has an elevated historical investigation rate,
INV001534,CL026781,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV001535,CL020257,CLOSED,HIGH,multiple previous claims on record,APPROVE
INV001536,CL016275,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,REJECT
INV001537,CL028814,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV001538,CL007863,IN_PROGRESS,LOW,multiple previous claims on record; short interval since previous claim,
INV001539,CL022420,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; repair shop has an elevated historical investigation rate,
INV001540,CL021758,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,APPROVE
